| GTID   | GT_Tag                                       |     q |     a1x |     a1y |     a1z |     a2x |     a2y |     a2z | af     | mf     |   Momega |
| GT0500 | LZ_D6.2_a0.6_th034_ph000_M77                 |  1.00 |  0.3362 |  0.0000 |  0.4985 | -0.3362 |  0.0000 |  0.4985 | -      | -      |  0.07889 |
| GT0501 | LZ_D6.2_a0.6_th034_ph030_M77                 |  1.00 |  0.2912 |  0.1681 |  0.4985 | -0.2912 | -0.1681 |  0.4985 | -      | -      |  0.07893 |
| GT0502 | LZ_D6.2_a0.6_th034_ph045_M77                 |  1.00 |  0.2377 |  0.2378 |  0.4985 | -0.2377 | -0.2378 |  0.4985 | -      | -      |  0.07896 |
| GT0503 | LZ_D6.2_a0.6_th034_ph060_M77                 |  1.00 |  0.1681 |  0.2912 |  0.4985 | -0.1681 | -0.2912 |  0.4985 | -      | -      |  0.07972 |
| GT0504 | LZ_D6.2_a0.6_th034_ph090_M77                 |  1.00 |  0.0000 |  0.3362 |  0.4985 |  0.0000 | -0.3362 |  0.4985 | 0.8268 | 0.9320 |  0.07972 |
| GT0505 | LZ_D6.2_a0.6_th034_ph120_M77                 |  1.00 | -0.1682 |  0.2912 |  0.4985 |  0.1682 | -0.2912 |  0.4985 | 0.8281 | 0.9326 |  0.07970 |
| GT0506 | LZ_D6.2_a0.6_th034_ph150_M77                 |  1.00 | -0.2912 |  0.1681 |  0.4985 |  0.2912 | -0.1681 |  0.4985 | 0.8286 | 0.9329 |  0.07965 |
| GT0507 | LZ_D6.2_a0.6_th034_ph180_M77                 |  1.00 | -0.3362 |  0.0000 |  0.4985 |  0.3362 |  0.0000 |  0.4985 | -      | -      |  0.07889 |
| GT0508 | LZ_D6.2_a0.6_th034_ph210_M77                 |  1.00 | -0.2912 | -0.1681 |  0.4985 |  0.2912 |  0.1681 |  0.4985 | -      | -      |  0.07893 |
| GT0509 | LZ_D6.2_a0.6_th034_ph240_M77                 |  1.00 | -0.1681 | -0.2912 |  0.4985 |  0.1681 |  0.2912 |  0.4985 | -      | -      |  0.08044 |
| GT0510 | LZ_D6.2_a0.6_th034_ph270_M77                 |  1.00 |  0.0000 | -0.3362 |  0.4985 |  0.0000 |  0.3362 |  0.4985 | 0.8268 | 0.9320 |  0.08009 |
| GT0511 | LZ_D6.2_a0.6_th034_ph300_M77                 |  1.00 |  0.1682 | -0.2912 |  0.4985 | -0.1682 |  0.2912 |  0.4985 | 0.8281 | 0.9326 |  0.08084 |
| GT0512 | LZ_D6.2_a0.6_th034_ph330_M77                 |  1.00 |  0.2912 | -0.1681 |  0.4985 | -0.2912 |  0.1681 |  0.4985 | 0.8286 | 0.9329 |  0.07854 |
| GT0513 | SSaP_D6.2_a0.6_th066_ph000_M77               |  1.00 |  0.5493 |  0.0000 |  0.2446 | -0.5493 |  0.0000 |  0.2446 | -      | -      |  0.10013 |
| GT0514 | SSaP_D6.2_a0.6_th066_ph030_M77               |  1.00 |  0.4757 |  0.2746 |  0.2446 | -0.4757 | -0.2746 |  0.2446 | -      | -      |  0.10052 |
| GT0515 | SSaP_D6.2_a0.6_th066_ph060_M77               |  1.00 |  0.2746 |  0.4757 |  0.2446 | -0.2746 | -0.4757 |  0.2446 | -      | -      |  0.10114 |
| GT0516 | SSaP_D6.2_a0.6_th066_ph090_M77               |  1.00 |  0.0000 |  0.5493 |  0.2446 |  0.0000 | -0.5493 |  0.2446 | -      | -      |  0.10146 |
| GT0517 | SSaP_D6.2_a0.6_th066_ph120_M77               |  1.00 | -0.2747 |  0.4757 |  0.2445 |  0.2747 | -0.4757 |  0.2445 | -      | -      |  0.10114 |
| GT0518 | SSaP_D6.2_a0.6_th066_ph150_M77               |  1.00 | -0.4757 |  0.2746 |  0.2445 |  0.4757 | -0.2746 |  0.2445 | -      | -      |  0.10046 |
| GT0520 | SS_D6.2_a0.6_th015_M103                      |  1.00 |  0.1556 |  0.0000 |  0.5808 | -0.1556 |  0.0000 |  0.5808 | 0.8523 | 0.9283 |  0.07413 |
| GT0521 | SS_D6.2_a0.6_th030_M103                      |  1.00 |  0.3006 |  0.0000 |  0.5207 | -0.3006 |  0.0000 |  0.5207 | -      | -      |  0.07784 |
| GT0522 | SS_D6.2_a0.6_th045_M103                      |  1.00 |  0.4252 |  0.0000 |  0.4252 | -0.4252 |  0.0000 |  0.4252 | -      | -      |  0.08265 |
| GT0523 | SS_D6.2_a0.6_th060_M103                      |  1.00 |  0.5207 |  0.0000 |  0.3007 | -0.5207 |  0.0000 |  0.3007 | -      | -      |  0.09268 |
| GT0524 | SS_D6.2_a0.6_th075_M103                      |  1.00 |  0.5808 |  0.0000 |  0.1556 | -0.5808 |  0.0000 |  0.1556 | -      | -      |  0.11981 |
| GT0525 | SS_D6.2_a0.6_th090_M103                      |  1.00 |  0.6012 |  0.0000 |  0.0000 | -0.6012 |  0.0000 |  0.0000 | -      | -      |  0.27962 |
| GT0526 | SS_D6.2_a0.6_th105_M103                      |  1.00 |  0.5808 |  0.0000 | -0.1556 | -0.5808 |  0.0000 | -0.1556 | -      | -      |  0.42020 |
| GT0527 | SS_D6.2_a0.6_th120_M103                      |  1.00 |  0.5207 |  0.0000 | -0.3006 | -0.5207 |  0.0000 | -0.3006 | -      | -      |  0.41327 |
| GT0528 | SS_D6.2_a0.6_th135_M103                      |  1.00 |  0.4251 |  0.0000 | -0.4251 | -0.4251 |  0.0000 | -0.4251 | 0.5504 | 0.9614 |  0.39510 |
| GT0529 | SS_D6.2_a0.6_th150_M103                      |  1.00 |  0.3006 |  0.0000 | -0.5207 | -0.3006 |  0.0000 | -0.5207 | 0.5182 | 0.9631 |  0.37965 |
| GT0530 | SS_D6.2_a0.6_th165_M103                      |  1.00 |  0.1556 |  0.0000 | -0.5807 | -0.1556 |  0.0000 | -0.5807 | 0.4977 | 0.9641 |  0.37101 |
| GT0532 | SS_D6.2_a0.6_th195_M103                      |  1.00 | -0.1556 |  0.0000 | -0.5807 |  0.1556 |  0.0000 | -0.5807 | 0.4977 | 0.9641 |  0.37101 |
| GT0533 | SS_D6.2_a0.6_th210_M103                      |  1.00 | -0.3006 |  0.0000 | -0.5207 |  0.3006 |  0.0000 | -0.5207 | 0.5182 | 0.9631 |  0.37965 |
| GT0534 | SS_D6.2_a0.6_th225_M103                      |  1.00 | -0.4251 |  0.0000 | -0.4251 |  0.4251 |  0.0000 | -0.4251 | 0.5504 | 0.9614 |  0.39510 |
| GT0535 | SS_D6.2_a0.6_th240_M103                      |  1.00 | -0.5207 |  0.0000 | -0.3006 |  0.5207 |  0.0000 | -0.3006 | -      | -      |  0.41592 |
| GT0536 | SS_D6.2_a0.6_th255_M103                      |  1.00 | -0.5808 |  0.0000 | -0.1556 |  0.5808 |  0.0000 | -0.1556 | -      | -      |  0.42020 |
| GT0537 | SS_D6.2_a0.6_th270_M103                      |  1.00 | -0.6012 |  0.0000 |  0.0000 |  0.6012 |  0.0000 |  0.0000 | -      | -      |  0.20170 |
| GT0538 | SS_D6.2_a0.6_th285_M103                      |  1.00 | -0.5808 |  0.0000 |  0.1556 |  0.5808 |  0.0000 |  0.1556 | -      | -      |  0.11684 |
| GT0539 | SS_D6.2_a0.6_th300_M103                      |  1.00 | -0.5207 |  0.0000 |  0.3007 |  0.5207 |  0.0000 |  0.3007 | -      | -      |  0.09419 |
| GT0540 | SS_D6.2_a0.6_th315_M103                      |  1.00 | -0.4252 |  0.0000 |  0.4252 |  0.4252 |  0.0000 |  0.4252 | -      | -      |  0.08434 |
| GT0541 | SS_D6.2_a0.6_th330_M103                      |  1.00 | -0.3006 |  0.0000 |  0.5207 |  0.3006 |  0.0000 |  0.5207 | -      | -      |  0.07941 |
| GT0542 | SS_D6.2_a0.6_th345_M103                      |  1.00 | -0.1556 |  0.0000 |  0.5808 |  0.1556 |  0.0000 |  0.5808 | 0.8523 | 0.9283 |  0.07696 |
| GT0543 | D9_q1.50_a0.1_m200                           |  1.50 |  0.0000 |  0.0000 |  0.1000 |  0.0000 |  0.0000 |  0.1000 | 0.6968 | 0.9525 |  0.03434 |
| GT0544 | D10_q4_a0.6_th90_m120                        |  4.00 | -0.5637 | -0.2095 | -0.0088 |  0.1005 | -0.0269 |  0.5919 | 0.6058 | 0.9747 |  0.02878 |
| GT0545 | RO3_D10_q2.00_a0.60_oth.180_M120             |  2.00 |  0.0000 |  0.0000 | -0.6014 |  0.0000 |  0.0000 |  0.6012 | 0.4646 | 0.9671 |  0.03114 |
| GT0546 | D11_q1.00_a0.00_0.20_m160                    |  1.00 |  0.0000 |  0.0000 |  0.0000 |  0.0000 |  0.0000 |  0.2000 | 0.7164 | 0.9487 |  0.02483 |
| GT0547 | D11_q1.00_a0.00_0.40_m160                    |  1.00 |  0.0000 |  0.0000 |  0.0000 |  0.0000 |  0.0000 |  0.4001 | 0.7459 | 0.9454 |  0.02464 |
| GT0548 | D11_q1.00_a0.00_0.60_m160                    |  1.00 |  0.0000 |  0.0000 |  0.0000 |  0.0000 |  0.0000 |  0.6014 | 0.7747 | 0.9416 |  0.02436 |
| GT0549 | D11_q1.00_a0.20_0.40_m160                    |  1.00 |  0.0000 |  0.0000 |  0.2000 |  0.0000 |  0.0000 |  0.4001 | 0.7751 | 0.9417 |  0.02448 |
| GT0550 | RO3_D10_q2.00_a0.60_oth.135_M120             |  2.00 |  0.4252 |  0.0000 | -0.4252 |  0.0000 |  0.0000 |  0.6012 | 0.5495 | 0.9639 |  0.03009 |
| GT0551 | D11_q1.00_a0.00_0.80_m160                    |  1.01 |  0.0000 |  0.0000 |  0.0000 |  0.0000 |  0.0000 |  0.8086 | 0.8024 | 0.9372 |  0.02448 |
| GT0554 | D11_q1.00_a0.20_0.60_m160                    |  1.00 |  0.0000 |  0.0000 |  0.2000 |  0.0000 |  0.0000 |  0.6014 | 0.8033 | 0.9374 |  0.02422 |
| GT0555 | D11_q1.00_a0.20_0.80_m160                    |  1.01 |  0.0000 |  0.0000 |  0.2000 |  0.0000 |  0.0000 |  0.8086 | 0.8304 | 0.9324 |  0.02436 |
| GT0556 | RO3_D10_q2.00_a0.60_oth.270_M120             |  2.00 | -0.6014 |  0.0000 |  0.0000 |  0.0000 |  0.0000 |  0.6012 | 0.6978 | 0.9547 |  0.02841 |
| GT0557 | Sq4_d9_a0.0_0.6_oth.090_rr_M140              |  4.00 |  0.6014 |  0.0000 |  0.0000 |  0.0000 |  0.0000 |  0.0000 | 0.6015 | 0.9756 |  0.03346 |
| GT0558 | D11_q1.50_a0.4_m200                          |  1.50 |  0.0000 |  0.0000 |  0.4001 |  0.0000 |  0.0000 |  0.4001 | 0.7917 | 0.9419 |  0.02426 |
| GT0560 | Sq4_d9_a0.6_oth.270_rr_M180                  |  4.00 | -0.6014 |  0.0000 |  0.0000 | -0.6012 |  0.0000 |  0.0000 | 0.6128 | 0.9752 |  0.03291 |
| GT0564 | D11_q1.00_a-0.4_m200                         |  1.00 |  0.0000 |  0.0000 | -0.4001 |  0.0000 |  0.0000 | -0.4001 | 0.5600 | 0.9605 |  0.02629 |
| GT0565 | D11_q2.50_a0.0_m200                          |  2.50 |  0.0000 |  0.0000 |  0.0000 |  0.0000 |  0.0000 |  0.0000 | 0.5806 | 0.9667 |  0.02474 |
| GT0566 | D11_q4.00_a-0.8_0.0_m160                     |  3.98 |  0.0000 |  0.0000 | -0.8090 |  0.0000 |  0.0000 |  0.0000 | 0.0391 | 0.9841 |  0.02653 |
| GT0567 | D6.2_q1.50_S0_m120                           |  1.50 |  0.2777 |  0.0000 |  0.0000 | -0.6266 |  0.0000 |  0.0000 | 0.6644 | 0.9551 |  0.13268 |
| GT0568 | D8.4_q10.00_a0.0_m400                        | 10.00 |  0.0000 |  0.0000 |  0.0000 |  0.0000 |  0.0000 |  0.0000 | 0.2608 | 0.9956 |  0.03644 |
| GT0570 | D10_q4.00_a0.2_0.0_m240                      |  4.00 |  0.0000 |  0.0000 |  0.2000 |  0.0000 |  0.0000 |  0.0000 | 0.5767 | 0.9749 |  0.02736 |
| GT0573 | D10_q4.00_a0.4_0.0_m240                      |  4.00 |  0.0000 |  0.0000 |  0.4001 |  0.0000 |  0.0000 |  0.0000 | 0.6784 | 0.9710 |  0.02695 |
| GT0574 | D11_q1.00_a0.1_m200                          |  1.00 |  0.0000 |  0.0000 |  0.1000 |  0.0000 |  0.0000 |  0.1000 | 0.7165 | 0.9487 |  0.02478 |
| GT0577 | D10_q5.00_a0.0_0.0_m240                      |  5.00 |  0.0000 |  0.0000 |  0.0000 |  0.0000 |  0.0000 |  0.0000 | 0.4175 | 0.9824 |  0.02753 |
| GT0578 | D10_q4.00_a0.6_0.0_m240                      |  4.00 |  0.0000 |  0.0000 |  0.6014 |  0.0000 |  0.0000 |  0.0000 | 0.7784 | 0.9653 |  0.02659 |
| GT0579 | D11_q1.00_a0.3_m200                          |  1.00 |  0.0000 |  0.0000 |  0.3000 |  0.0000 |  0.0000 |  0.3000 | 0.7753 | 0.9418 |  0.02445 |
| GT0580 | D11_q1.00_a0.5_m200                          |  1.00 |  0.0000 |  0.0000 |  0.5005 |  0.0000 |  0.0000 |  0.5005 | 0.8313 | 0.9327 |  0.02411 |
| GT0582 | D12_q2.00_a0.15_-0.60_m200                   |  2.00 |  0.0000 |  0.0000 |  0.1500 |  0.0000 |  0.0000 | -0.6011 | 0.6353 | 0.9616 |  0.02192 |
| GT0583 | D11_q1.00_a0.7_m200                          |  1.00 |  0.0000 |  0.0000 |  0.7035 |  0.0000 |  0.0000 |  0.7035 | 0.8840 | 0.9200 |  0.02370 |
| GT0584 | D12_q1.00_a0.60_m200                         |  1.00 |  0.0000 |  0.0000 |  0.6014 |  0.0000 |  0.0000 |  0.6014 | 0.8580 | 0.9269 |  0.02110 |
| GT0587 | D12_q2.00_a0.30_0.00_m200                    |  2.00 |  0.0000 |  0.0000 |  0.3000 |  0.0000 |  0.0000 |  0.0000 | 0.7175 | 0.9549 |  0.02149 |
| GT0588 | D11_q2.00_a0.60_m200                         |  2.00 |  0.0000 |  0.0000 |  0.6014 |  0.0000 |  0.0000 |  0.6011 | 0.8387 | 0.9396 |  0.02419 |
| GT0590 | D11_q3.00_a0.8_0.00_m200                     |  2.98 |  0.0000 |  0.0000 |  0.8090 |  0.0000 |  0.0000 |  0.0000 | -      | -      |  0.02399 |
| GT0596 | D10_q3.00_a0.4_0.0_m240                      |  3.00 |  0.0000 |  0.0000 |  0.4001 |  0.0000 |  0.0000 |  0.0000 | 0.7126 | 0.9631 |  0.02740 |
| GT0598 | D11_q3.00_a0.2_0.00_m200                     |  3.00 |  0.0000 |  0.0000 |  0.2000 |  0.0000 |  0.0000 |  0.0000 | 0.6277 | 0.9678 |  0.02439 |
| GT0599 | D10_q5.00_a0.2_0.0_m240                      |  5.00 |  0.0000 |  0.0000 |  0.2000 |  0.0000 |  0.0000 |  0.0000 | 0.5351 | 0.9799 |  0.02702 |
| GT0600 | D10_q3.00_a0.6_0.0_m240                      |  3.00 |  0.0000 |  0.0000 |  0.6014 |  0.0000 |  0.0000 |  0.0000 | 0.7957 | 0.9567 |  0.02704 |
| GT0601 | D7.5_q15.00_a0.0_CHgEEB_m800                 | 15.04 |  0.0000 |  0.0000 |  0.0000 |  0.0000 |  0.0000 |  0.0000 | 0.1895 | 0.9978 |  0.04466 |
| GT0602 | D10_q5.00_a0.4_0.0_m240                      |  5.00 |  0.0000 |  0.0000 |  0.4002 |  0.0000 |  0.0000 |  0.0000 | 0.6496 | 0.9766 |  0.02665 |
| GT0603 | D8_q3.00_a0.5_0.0_th000_ph000_m120           |  3.00 |  0.0000 |  0.0000 |  0.5005 |  0.0000 |  0.0000 |  0.0000 | 0.7552 | 0.9603 |  0.03810 |
| GT0604 | D10_q6.00_a0.00_0.00_m280                    |  6.00 |  0.0000 |  0.0000 |  0.0000 |  0.0000 |  0.0000 |  0.0000 | 0.3732 | 0.9855 |  0.02719 |
| GT0605 | D8_q3.00_a0.5_0.0_th090_ph000_m120           |  3.00 |  0.4640 | -0.1817 |  0.0463 |  0.0000 |  0.0000 |  0.0000 | 0.6039 | 0.9699 |  0.04274 |
| GT0606 | D8_q3.00_a0.5_0.0_th060_ph045_m120           |  3.00 | -0.4114 |  0.1493 |  0.2428 |  0.0000 |  0.0000 |  0.0000 | 0.6885 | 0.9654 |  0.04025 |
| GT0607 | D8_q3.00_a0.5_0.0_th045_ph000_m120           |  3.00 | -0.2763 |  0.1483 |  0.3901 |  0.0000 |  0.0000 |  0.0000 | 0.7176 | 0.9633 |  0.03902 |
| GT0608 | D10_q6.00_a0.20_0.00_m280                    |  6.00 |  0.0000 |  0.0000 |  0.2000 |  0.0000 |  0.0000 |  0.0000 | 0.5007 | 0.9834 |  0.02669 |
| GT0609 | D8_q3.00_a0.5_0.0_th120_ph045_m120           |  3.00 | -0.3356 | -0.3176 | -0.1923 |  0.0000 |  0.0000 |  0.0000 | 0.4883 | 0.9736 |  0.04581 |
| GT0610 | D10_q6.00_a0.40_0.00_m280                    |  6.00 |  0.0000 |  0.0000 |  0.4001 |  0.0000 |  0.0000 |  0.0000 | 0.6257 | 0.9805 |  0.02634 |
| GT0611 | D10_q5.00_a0.6_0.0_m240                      |  4.99 |  0.0000 |  0.0000 |  0.6014 |  0.0000 |  0.0000 |  0.0000 | 0.7620 | 0.9716 |  0.02632 |
| GT0612 | D10_q6.00_a0.60_0.00_m280                    |  5.99 |  0.0000 |  0.0000 |  0.6014 |  0.0000 |  0.0000 |  0.0000 | 0.7480 | 0.9762 |  0.02602 |
| GT0613 | D8_q3.00_a0.5_0.0_th045_ph120_m120           |  3.00 |  0.1757 | -0.2215 |  0.4130 |  0.0000 |  0.0000 |  0.0000 | 0.7178 | 0.9634 |  0.03898 |
| GT0615 | D9_q1.7_a0.0_m160                            |  1.70 |  0.0000 |  0.0000 |  0.0000 |  0.0000 |  0.0000 |  0.0000 | 0.6486 | 0.9576 |  0.03490 |
| GT0617 | D9_q2.1_a0.0_m160                            |  2.10 |  0.0000 |  0.0000 |  0.0000 |  0.0000 |  0.0000 |  0.0000 | 0.6147 | 0.9624 |  0.03451 |
| GT0618 | D9_q1.8_a0.0_m160                            |  1.80 |  0.0000 |  0.0000 |  0.0000 |  0.0000 |  0.0000 |  0.0000 | 0.6403 | 0.9588 |  0.03482 |
| GT0621 | D9_q2.3_a0.0_m160                            |  2.30 |  0.0000 |  0.0000 |  0.0000 |  0.0000 |  0.0000 |  0.0000 | 0.5975 | 0.9646 |  0.03429 |
| GT0622 | D9_q2.4_a0.0_m160                            |  2.40 |  0.0000 |  0.0000 |  0.0000 |  0.0000 |  0.0000 |  0.0000 | 0.5890 | 0.9657 |  0.03420 |
| GT0626 | D8_q3.00_a0.5_0.0_th045_ph240_m120           |  3.00 |  0.1791 |  0.2542 |  0.3921 |  0.0000 |  0.0000 |  0.0000 | 0.7189 | 0.9637 |  0.03896 |
| GT0628 | Sq_D6.2_q2.50_a0.6_th300_m140                |  2.50 | -0.5208 |  0.0000 |  0.3007 | -0.6011 |  0.0000 |  0.0000 | 0.7499 | 0.9576 |  0.07736 |
| GT0629 | Eq_D7_q2.50_a0.6_ph000_m140                  |  2.50 |  0.6014 |  0.0000 |  0.0000 | -0.6011 |  0.0000 |  0.0000 | 0.6317 | 0.9647 |  0.05779 |
| GT0630 | Sq_D6.2_q2.50_a0.6_th315_m140                |  2.50 | -0.4252 |  0.0000 |  0.4252 | -0.6011 |  0.0000 |  0.0000 | 0.7762 | 0.9548 |  0.07407 |
| GT0632 | Eq_D7_q2.50_a0.6_ph030_m140                  |  2.50 |  0.5208 |  0.3007 |  0.0000 | -0.5206 | -0.3006 |  0.0001 | 0.6321 | 0.9646 |  0.05799 |
| GT0633 | Eq_D7_q2.50_a0.6_ph060_m140                  |  2.50 |  0.3007 |  0.5208 |  0.0000 | -0.3006 | -0.5206 |  0.0001 | 0.6360 | 0.9655 |  0.05912 |
| GT0634 | Eq_D7_q2.50_a0.6_ph090_m140                  |  2.50 |  0.0000 |  0.6014 |  0.0000 |  0.0000 | -0.6011 |  0.0000 | 0.6373 | 0.9660 |  0.05972 |
| GT0635 | D8_q3.00_a0.5_0.0_th090_ph240_m120           |  3.00 |  0.2008 | -0.4056 |  0.2136 |  0.0000 |  0.0000 |  0.0000 | 0.6019 | 0.9696 |  0.04220 |
| GT0636 | D8_q3.00_a0.5_0.0_th090_ph120_m120           |  3.00 | -0.5001 |  0.0188 | -0.0012 |  0.0000 |  0.0000 |  0.0000 | 0.6047 | 0.9701 |  0.04276 |
| GT0637 | Eq_D7_q2.50_a0.6_ph270_m140                  |  2.50 |  0.0000 | -0.6014 |  0.0000 |  0.0000 |  0.6011 |  0.0000 | 0.6373 | 0.9660 |  0.06106 |
| GT0638 | Eq_D7_q2.50_a0.6_ph240_m140                  |  2.50 | -0.3007 | -0.5208 |  0.0000 |  0.3006 |  0.5206 |  0.0001 | 0.6360 | 0.9655 |  0.06159 |
| GT0639 | Eq_D7_q2.50_a0.6_ph210_m140                  |  2.50 | -0.5208 | -0.3007 |  0.0000 |  0.5206 |  0.3006 |  0.0001 | 0.6322 | 0.9646 |  0.06021 |
| GT0640 | Eq_D7_q2.50_a0.6_ph180_m140                  |  2.50 | -0.6014 |  0.0000 |  0.0000 |  0.6011 |  0.0000 |  0.0000 | 0.6317 | 0.9647 |  0.05855 |
| GT0641 | Eq_D7_q2.50_a0.6_ph120_m140                  |  2.50 | -0.3007 |  0.5208 |  0.0000 |  0.3005 | -0.5206 |  0.0000 | 0.6358 | 0.9657 |  0.06046 |
| GT0642 | Sq_D6.2_q2.50_a0.6_th120_m140                |  2.50 |  0.5208 |  0.0000 | -0.3007 | -0.6011 |  0.0000 |  0.0000 | 0.5102 | 0.9704 |  0.32312 |
| GT0643 | Eq_D7_q2.50_a0.6_ph150_m140                  |  2.50 | -0.5208 |  0.3007 |  0.0000 |  0.5206 | -0.3006 |  0.0000 | 0.6338 | 0.9653 |  0.05910 |
| GT0644 | Sq_D6.2_q2.50_a0.6_th075_m140                |  2.50 |  0.5809 |  0.0000 |  0.1557 | -0.6011 |  0.0000 |  0.0000 | 0.6865 | 0.9629 |  0.08052 |
| GT0645 | Sq_D6.2_q2.50_a0.6_th060_m140                |  2.50 |  0.5208 |  0.0000 |  0.3007 | -0.6011 |  0.0000 |  0.0000 | 0.7241 | 0.9584 |  0.07354 |
| GT0646 | Sq_D6.2_q2.50_a0.6_th045_m140                |  2.50 |  0.4252 |  0.0000 |  0.4252 | -0.6011 |  0.0000 |  0.0000 | 0.7585 | 0.9566 |  0.07455 |
| GT0647 | Sq_D6.2_q2.50_a0.6_th000_m140                |  2.50 |  0.0000 |  0.0000 |  0.6014 | -0.6011 |  0.0000 |  0.0000 | 0.8047 | 0.9516 |  0.07129 |
| GT0648 | Sq_D6.2_q2.50_a0.6_th015_m140                |  2.50 |  0.1556 |  0.0000 |  0.5809 | -0.6011 |  0.0000 |  0.0000 | 0.7970 | 0.9521 |  0.07194 |
| GT0649 | Sq_D6.2_q2.50_a0.6_th030_m140                |  2.50 |  0.3007 |  0.0000 |  0.5208 | -0.6011 |  0.0000 |  0.0000 | 0.7833 | 0.9545 |  0.07391 |
| GT0650 | D9_q2.7_a0.0_m160                            |  2.70 |  0.0000 |  0.0000 |  0.0000 |  0.0000 |  0.0000 |  0.0000 | 0.5641 | 0.9686 |  0.03390 |
| GT0651 | D9_q2.6_a0.0_m160                            |  2.60 |  0.0000 |  0.0000 |  0.0000 |  0.0000 |  0.0000 |  0.0000 | 0.5723 | 0.9677 |  0.03402 |
| GT0652 | D9_q3.5_a0.0_m160                            |  3.50 |  0.0000 |  0.0000 |  0.0000 |  0.0000 |  0.0000 |  0.0000 | 0.5041 | 0.9749 |  0.03327 |
| GT0653 | D9_q2.8_a0.0_m160                            |  2.80 |  0.0000 |  0.0000 |  0.0000 |  0.0000 |  0.0000 |  0.0000 | 0.5561 | 0.9695 |  0.03381 |
| GT0654 | D9_q2.9_a0.0_m160                            |  2.90 |  0.0000 |  0.0000 |  0.0000 |  0.0000 |  0.0000 |  0.0000 | 0.5482 | 0.9704 |  0.03374 |
| GT0656 | D9_q4.5_a0.0_m160                            |  4.50 |  0.0000 |  0.0000 |  0.0000 |  0.0000 |  0.0000 |  0.0000 | 0.4426 | 0.9804 |  0.03291 |
| GT0657 | D8_q3.00_a0.5_0.0_th090_ph060_m120           |  3.00 | -0.2008 |  0.4056 |  0.2136 |  0.0000 |  0.0000 |  0.0000 | 0.6020 | 0.9696 |  0.04220 |
| GT0659 | Sq_D6.2_q2.50_a0.6_th150_m140                |  2.50 |  0.3007 |  0.0000 | -0.5208 | -0.6010 |  0.0000 |  0.0000 | 0.3894 | 0.9737 |  0.31023 |
| GT0660 | Sq_D6.2_q2.50_a0.6_th180_m140                |  2.50 |  0.0000 |  0.0000 | -0.6013 | -0.6010 |  0.0000 |  0.0000 | 0.3439 | 0.9745 |  0.28021 |
| GT0661 | Lq_D6.2_q2.50_a0.6_th150_m140                |  2.50 |  0.3007 |  0.0000 | -0.5208 | -0.3005 |  0.0000 | -0.5205 | 0.3726 | 0.9749 |  0.29979 |
| GT0662 | Sq_D6.2_q2.50_a0.6_th270_m140                |  2.50 | -0.6014 |  0.0000 |  0.0000 | -0.6011 |  0.0000 |  0.0000 | 0.6684 | 0.9638 |  0.09521 |
| GT0663 | Sq_D6.2_q2.50_a0.6_th240_m140                |  2.50 | -0.5208 |  0.0000 | -0.3007 | -0.6011 |  0.0000 |  0.0000 | 0.5521 | 0.9696 |  0.20999 |
| GT0664 | Eq_D7_q2.50_a0.6_ph330_m140                  |  2.50 |  0.5208 | -0.3007 |  0.0000 | -0.5206 |  0.3006 |  0.0000 | 0.6338 | 0.9653 |  0.06195 |
| GT0665 | Eq_D7_q2.50_a0.6_ph300_m140                  |  2.50 |  0.3007 | -0.5208 |  0.0000 | -0.3005 |  0.5206 |  0.0000 | 0.6358 | 0.9657 |  0.06515 |
| GT0666 | Sq_D6.2_q2.50_a0.6_th330_m140                |  2.50 | -0.3007 |  0.0000 |  0.5208 | -0.6011 |  0.0000 |  0.0000 | 0.7947 | 0.9531 |  0.07236 |
| GT0667 | Sq_D6.2_q2.50_a0.6_th210_m140                |  2.50 | -0.3007 |  0.0000 | -0.5208 | -0.6010 |  0.0000 |  0.0000 | 0.4210 | 0.9731 |  0.32997 |
| GT0668 | Sq_D6.2_q2.50_a0.6_th345_m140                |  2.50 | -0.1556 |  0.0000 |  0.5809 | -0.6011 |  0.0000 |  0.0000 | 0.8043 | 0.9521 |  0.07130 |
| GT0669 | Lq_D6.2_q2.50_a0.6_th045_m140                |  2.50 |  0.4252 |  0.0000 |  0.4252 | -0.4251 |  0.0000 |  0.4251 | 0.7753 | 0.9535 |  0.07179 |
| GT0670 | Lq_D6.2_q2.50_a0.6_th210_m140                |  2.50 | -0.3007 |  0.0000 | -0.5208 |  0.3005 |  0.0000 | -0.5205 | 0.3726 | 0.9749 |  0.29868 |
| GT0671 | Lq_D6.2_q2.50_a0.6_th060_m140                |  2.50 |  0.5208 |  0.0000 |  0.3007 | -0.5206 |  0.0000 |  0.3006 | 0.7370 | 0.9574 |  0.07206 |
| GT0672 | Lq_D6.2_q2.50_a0.6_th075_m140                |  2.50 |  0.5809 |  0.0000 |  0.1557 | -0.5806 |  0.0000 |  0.1556 | 0.6929 | 0.9622 |  0.08062 |
| GT0673 | Lq_D6.2_q2.50_a0.6_th240_m140                |  2.50 | -0.5208 |  0.0000 | -0.3007 |  0.5205 |  0.0000 | -0.3005 | 0.4991 | 0.9709 |  0.34937 |
| GT0674 | Lq_D6.2_q2.50_a0.6_th120_m140                |  2.50 |  0.5208 |  0.0000 | -0.3007 | -0.5205 |  0.0000 | -0.3005 | 0.4991 | 0.9709 |  0.35716 |
